"","Category","City","Country","Customer.Name","Discount","Number.of.Records","Order.Date","Order.ID","Postal.Code","Manufacturer","Product.Name","Profit","Quantity","Region","Sales","Segment","Ship.Date","Ship.Mode","State","Sub.Category"
"8646","Furniture","Lakewood","United States","Chuck Clark",0,1,"5/20/2018","CA-2018-166695",90712,"G. E.","G.E. Halogen Desk Lamp Bulbs",3.3504,1,"West",6.98,"Home Office","5/24/2018","Standard Class","California","Furnishings"
"8647","Furniture","Los Angeles","United States","Ben Ferrer",0,1,"12/24/2015","US-2015-138247",90045,"Westinghouse","Westinghouse Floor Lamp with Metal Mesh Shade, Black",5.5177,1,"West",23.99,"Home Office","12/29/2015","Standard Class","California","Furnishings"
"8648","Furniture","Sacramento","United States","Ben Ferrer",0,1,"11/10/2017","CA-2017-162348",95823,"Eldon","Eldon Expressions Wood and Plastic Desk Accessories, Oak",2.7944,1,"West",9.98,"Home Office","11/15/2017","Standard Class","California","Furnishings"
"8649","Furniture","San Francisco","United States","Gary Hansen",0,1,"6/6/2018","US-2018-131849",94122,"Eldon","Eldon 300 Class Desk Accessories, Black",2.178,1,"West",4.95,"Home Office","6/10/2018","Standard Class","California","Furnishings"
"8650","Furniture","Auburn","United States","Adrian Shami",0,1,"11/13/2017","CA-2017-149461",98002,"Eldon","Eldon Image Series Desk Accessories, Burgundy",1.5048,1,"West",4.18,"Home Office","11/19/2017","Standard Class","Washington","Furnishings"
"8651","Furniture","Seattle","United States","Heather Jas",0,1,"9/20/2017","CA-2017-166772",98105,"O'Sullivan","O'Sullivan 5-Shelf Heavy-Duty Bookcases",40.97,2,"West",163.88,"Home Office","9/24/2017","Standard Class","Washington","Bookcases"
"8652","Furniture","Burbank","United States","Sample Company A",0,1,"3/18/2015","US-2015-131275",91505,"Eldon","Eldon Cleatmat Chair Mats for Medium Pile Carpets",14.43,2,"West",111,"Home Office","3/24/2015","Standard Class","California","Furnishings"
"8653","Furniture","Los Angeles","United States","Alyssa Tate",0,1,"11/24/2017","CA-2017-100468",90045,"DAX","DAX Value U-Channel Document Frames, Easel Back",3.0814,2,"West",9.94,"Home Office","12/1/2017","Standard Class","California","Furnishings"
"8654","Furniture","Meridian","United States","Nick Zandusky",0,1,"10/6/2018","US-2018-148054",83642,"Other","36X48 HARDFLOOR CHAIRMAT",2.9372,2,"West",41.96,"Home Office","10/11/2018","Standard Class","Idaho","Furnishings"
"8655","Furniture","Seattle","United States","Philisse Overcash",0,1,"11/13/2017","CA-2017-147683",98103,"DAX","DAX Solid Wood Frames",7.2298,2,"West",19.54,"Home Office","11/17/2017","Standard Class","Washington","Furnishings"
"8656","Furniture","Los Angeles","United States","Corinna Mitchell",0,1,"11/3/2016","CA-2016-140410",90008,"Other","Coloredge Poster Frame",16.614,3,"West",42.6,"Home Office","11/7/2016","Standard Class","California","Furnishings"
"8657","Furniture","Los Angeles","United States","Paul Prost",0,1,"12/14/2016","CA-2016-130253",90036,"Master Caster","Master Caster Door Stop, Gray",5.1816,3,"West",15.24,"Home Office","12/18/2016","Standard Class","California","Furnishings"
"8658","Furniture","Sacramento","United States","Frank Carlisle",0,1,"9/19/2016","CA-2016-149517",95823,"Seth Thomas","Seth Thomas 8 1/2"" Cubicle Clock",19.4688,3,"West",60.84,"Home Office","9/23/2016","Standard Class","California","Furnishings"
"8659","Furniture","San Diego","United States","Mike Pelletier",0,1,"12/14/2018","CA-2018-169859",92024,"Eldon","Eldon 400 Class Desk Accessories, Black Carbon",11.025,3,"West",26.25,"Home Office","12/18/2018","Standard Class","California","Furnishings"
"8660","Furniture","Seattle","United States","Beth Thompson",0,1,"9/6/2016","CA-2016-138002",98103,"Howard Miller","Howard Miller 16"" Diameter Gallery Wall Clock",74.8098,3,"West",191.82,"Home Office","9/12/2016","Standard Class","Washington","Furnishings"
"8661","Furniture","Seattle","United States","Katrina Bavinger",0,1,"11/20/2016","CA-2016-112305",98105,"Eldon","Eldon Expressions Wood Desk Accessories, Oak",6.4206,3,"West",22.14,"Home Office","11/25/2016","Standard Class","Washington","Furnishings"
"8662","Furniture","Seattle","United States","Paul Stevenson",0,1,"3/21/2018","CA-2018-111591",98105,"Eldon","Eldon Expressions Wood Desk Accessories, Oak",6.4206,3,"West",22.14,"Home Office","3/25/2018","Standard Class","Washington","Furnishings"
"8663","Furniture","Seattle","United States","Steve Carroll",0,1,"11/24/2017","CA-2017-113726",98105,"Howard Miller","Howard Miller Distant Time Traveler Alarm Clock",33.7266,3,"West",82.26,"Home Office","12/1/2017","Standard Class","Washington","Furnishings"
"8664","Furniture","Seattle","United States","Paul Lucas",0,1,"12/15/2018","CA-2018-119564",98115,"Other","Master Giant Foot Doorstop, Safety Yellow",9.7911,3,"West",22.77,"Home Office","12/20/2018","Standard Class","Washington","Furnishings"
"8665","Furniture","Seattle","United States","Vicky Freymann",0,1,"7/8/2018","CA-2018-138464",98115,"Other","Master Big Foot Doorstop, Beige",4.9104,3,"West",15.84,"Home Office","7/12/2018","Standard Class","Washington","Furnishings"
"8666","Furniture","San Gabriel","United States","Beth Thompson",0,1,"4/25/2015","CA-2015-166954",91776,"Tenex","Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",63.6825,5,"West",303.25,"Home Office","4/30/2015","Standard Class","California","Furnishings"
"8667","Furniture","Seattle","United States","Kristina Nunn",0,1,"8/28/2018","CA-2018-126067",98105,"Hon","Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",250.305,5,"West",1137.75,"Home Office","9/3/2018","Standard Class","Washington","Tables"
"8668","Furniture","Chula Vista","United States","Julia Barnett",0,1,"5/3/2016","CA-2016-107937",91911,"Other","Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",106.5408,6,"West",665.88,"Home Office","5/8/2016","Standard Class","California","Furnishings"
"8669","Furniture","Los Angeles","United States","Deanra Eno",0,1,"11/5/2015","CA-2015-109134",90008,"OIC","OIC Stacking Trays",8.8176,6,"West",20.04,"Home Office","11/10/2015","Standard Class","California","Furnishings"
"8670","Furniture","Helena","United States","Arthur Wiediger",0,1,"11/13/2016","CA-2016-144519",59601,"Eldon","Eldon Stackable Tray, Side-Load, Legal, Smoke",21.7532,7,"West",63.98,"Home Office","11/17/2016","Standard Class","Montana","Furnishings"
"8671","Furniture","Seattle","United States","Adam Bellavance",0,1,"11/6/2018","CA-2018-107174",98105,"Hon","Hon 5100 Series Wood Tables",366.6348,7,"West",2036.86,"Home Office","11/13/2018","Standard Class","Washington","Tables"
"8672","Furniture","Stockton","United States","Max Ludwig",0,1,"12/1/2018","CA-2018-103968",95207,"Tenex","Tenex ""The Solids"" Textured Chair Mats",107.0388,9,"West",629.64,"Home Office","12/7/2018","Standard Class","California","Furnishings"
"8673","Furniture","Seattle","United States","Dean percer",0,1,"10/11/2015","CA-2015-116834",98115,"DAX","DAX Cubicle Frames - 8x10",19.041,11,"West",63.47,"Home Office","10/16/2015","Standard Class","Washington","Furnishings"
"8674","Furniture","San Francisco","United States","Darrin Sayre",0.15,1,"7/9/2015","CA-2015-113271",94122,"Bush","Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",7.049,1,"West",119.833,"Home Office","7/14/2015","Standard Class","California","Bookcases"
"8675","Furniture","Fresno","United States","Michael Granlund",0.15,1,"10/17/2017","CA-2017-163972",93727,"SAFCO","Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black",21.294,2,"West",120.666,"Home Office","10/21/2017","Standard Class","California","Bookcases"
"8676","Furniture","Laguna Niguel","United States","Mike Pelletier",0.15,1,"2/10/2018","CA-2018-124086",92677,"Bush","Bush Andora Bookcase, Maple/Graphite Gray Finish",16.7986,2,"West",203.983,"Home Office","2/14/2018","Standard Class","California","Bookcases"
"8677","Furniture","Los Angeles","United States","Nancy Lomonaco",0.2,1,"8/25/2016","US-2016-139759",90045,"Global","Global Deluxe Stacking Chair, Gray",4.5882,1,"West",40.784,"Home Office","8/30/2016","Standard Class","California","Chairs"
"8678","Furniture","San Francisco","United States","Eugene Hildebrand",0.2,1,"1/30/2018","CA-2018-112725",94110,"Novimex","Novimex Swivel Fabric Task Chair",-13.5882,1,"West",120.784,"Home Office","2/6/2018","Standard Class","California","Chairs"
"8679","Furniture","Seattle","United States","Steven Roelle",0.2,1,"1/5/2016","CA-2016-154970",98103,"Global","Global Deluxe Steno Chair",-6.9282,1,"West",61.584,"Home Office","1/10/2016","Standard Class","Washington","Chairs"
"8680","Furniture","Tigard","United States","Michael Granlund",0.2,1,"5/30/2018","CA-2018-121125",97224,"Tensor","Tensor Brushed Steel Torchiere Floor Lamp",-0.3398,1,"West",13.592,"Home Office","6/3/2018","Standard Class","Oregon","Furnishings"
"8681","Furniture","Concord","United States","Nathan Mautz",0.2,1,"4/8/2015","CA-2015-150581",94521,"Bevis","Bevis 36 x 72 Conference Tables",2.4898,1,"West",99.592,"Home Office","4/12/2015","Standard Class","California","Tables"
"8682","Furniture","El Cajon","United States","Becky Castell",0.2,1,"7/6/2015","CA-2015-147543",92020,"Global","Global Comet Stacking Armless Chair",47.848,2,"West",478.48,"Home Office","7/12/2015","Standard Class","California","Chairs"
"8683","Furniture","Los Angeles","United States","Maria Etezadi",0.2,1,"11/10/2018","CA-2018-137624",90008,"Global","Global Leather & Oak Executive Chair, Burgundy",-36.2136,2,"West",241.424,"Home Office","11/17/2018","Standard Class","California","Chairs"
"8684","Furniture","San Francisco","United States","Ann Steele",0.2,1,"9/3/2016","US-2016-146745",94110,"Office Star","Office Star - Ergonomically Designed Knee Chair",-12.9568,2,"West",129.568,"Home Office","9/8/2016","Standard Class","California","Chairs"
"8685","Furniture","Seattle","United States","Sanjit Jacobs",0.2,1,"9/17/2017","CA-2017-159730",98103,"Other","Harbour Creations 67200 Series Stacking Chairs",9.9652,2,"West",113.888,"Home Office","9/21/2017","Standard Class","Washington","Chairs"
"8686","Furniture","Seattle","United States","Adam Bellavance",0.2,1,"11/6/2018","CA-2018-107174",98105,"Hon","Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs",-73.0548,2,"West",449.568,"Home Office","11/13/2018","Standard Class","Washington","Chairs"
"8687","Furniture","Gilbert","United States","Katherine Murray",0.2,1,"2/20/2018","CA-2018-135937",85234,"Howard Miller","Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",16.3172,2,"West",68.704,"Home Office","2/27/2018","Standard Class","Arizona","Furnishings"
"8688","Furniture","Phoenix","United States","Maria Zettner",0.2,1,"10/9/2017","CA-2017-114748",85023,"Tenex","Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",0,2,"West",169.568,"Home Office","10/14/2017","Standard Class","Arizona","Furnishings"
"8689","Furniture","Aurora","United States","Craig Leslie",0.2,1,"9/24/2017","CA-2017-108875",80013,"Electrix","Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp",7.504,2,"West",21.44,"Home Office","10/1/2017","Standard Class","Colorado","Furnishings"
"8690","Furniture","Los Angeles","United States","Cathy Armstrong",0.2,1,"8/8/2017","CA-2017-107328",90036,"Chromcraft","Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",12.8256,2,"West",513.024,"Home Office","8/15/2017","Standard Class","California","Tables"
"8691","Furniture","Chandler","United States","James Lanier",0.2,1,"12/24/2018","CA-2018-128734",85224,"Global","Global Leather Executive Chair",105.297,3,"West",842.376,"Home Office","12/31/2018","Standard Class","Arizona","Chairs"
"8692","Furniture","Lake Forest","United States","Daniel Byrd",0.2,1,"10/3/2017","CA-2017-101672",92630,"Global","Global Deluxe High-Back Manager's Chair",102.9528,4,"West",915.136,"Home Office","10/7/2017","Standard Class","California","Chairs"
"8693","Furniture","Seattle","United States","Tamara Willingham",0.2,1,"6/13/2018","CA-2018-104850",98103,"Global","Global Wood Trimmed Manager's Task Chair, Khaki",-25.4744,4,"West",291.136,"Home Office","6/19/2018","Standard Class","Washington","Chairs"
"8694","Furniture","Cheyenne","United States","Michelle Arnett",0.2,1,"11/7/2017","CA-2017-152247",82001,"Global","Global Troy Executive Leather Low-Back Tilter",100.196,4,"West",1603.136,"Home Office","11/12/2017","Standard Class","Wyoming","Chairs"
"8695","Furniture","Chandler","United States","James Lanier",0.2,1,"12/24/2018","CA-2018-128734",85224,"Other","Acrylic Self-Standing Desk Frames",1.9224,4,"West",8.544,"Home Office","12/31/2018","Standard Class","Arizona","Furnishings"
"8696","Furniture","San Gabriel","United States","Beth Thompson",0.2,1,"4/25/2015","CA-2015-166954",91776,"Other","GuestStacker Chair with Chrome Finish Legs",148.704,5,"West",1487.04,"Home Office","4/30/2015","Standard Class","California","Chairs"
"8697","Furniture","Peoria","United States","Skye Norling",0.2,1,"6/18/2016","CA-2016-122287",85345,"Other","Flat Face Poster Frame",20.724,5,"West",75.36,"Home Office","6/23/2016","Standard Class","Arizona","Furnishings"
"8698","Furniture","Colorado Springs","United States","Craig Leslie",0.2,1,"4/24/2017","CA-2017-149279",80906,"SAFCO","SAFCO Arco Folding Chair",149.148,6,"West",1325.76,"Home Office","4/28/2017","Standard Class","Colorado","Chairs"
"8699","Furniture","Los Angeles","United States","Pauline Chand",0.2,1,"8/1/2016","CA-2016-153388",90004,"Hon","Hon 2111 Invitation Series Corner Table",-175.8708,6,"West",1004.976,"Home Office","8/7/2016","Standard Class","California","Tables"
"8700","Furniture","Phoenix","United States","Shirley Daniels",0.2,1,"10/10/2015","CA-2015-150329",85023,"Westinghouse","Westinghouse Clip-On Gooseneck Lamps",3.5154,7,"West",46.872,"Home Office","10/14/2015","Standard Class","Arizona","Furnishings"
"8701","Furniture","Lakewood","United States","Chuck Clark",0.2,1,"5/20/2018","CA-2018-166695",90712,"Global","Global Geo Office Task Chair, Gray",-97.176,8,"West",518.272,"Home Office","5/24/2018","Standard Class","California","Chairs"
"8702","Furniture","San Diego","United States","Lindsay Castell",0.2,1,"12/1/2016","CA-2016-111038",92037,"Other","GuestStacker Chair with Chrome Finish Legs",267.6672,9,"West",2676.672,"Home Office","12/6/2016","Standard Class","California","Chairs"
"8703","Furniture","Springfield","United States","Mike Pelletier",0.5,1,"12/15/2017","US-2017-127334",97477,"Bretford","Bretford Rectangular Conference Table Tops",-304.6653,3,"West",564.195,"Home Office","12/21/2017","Standard Class","Oregon","Tables"
"8704","Furniture","Gilbert","United States","Katherine Murray",0.5,1,"2/20/2018","CA-2018-135937",85234,"KI","KI Adjustable-Height Table",-185.7168,9,"West",386.91,"Home Office","2/27/2018","Standard Class","Arizona","Tables"
"8705","Office Supplies","Greenwood","United States","Adam Bellavance",0,1,"11/5/2018","CA-2018-118213",46142,"Ampad","Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",2.0286,1,"Central",4.41,"Home Office","11/7/2018","First Class","Indiana","Paper"
"8706","Office Supplies","Springfield","United States","Craig Leslie",0,1,"4/14/2018","CA-2018-159604",65807,"Acco","Acco 3-Hole Punch",4.2048,2,"Central",8.76,"Home Office","4/15/2018","First Class","Missouri","Binders"
"8707","Office Supplies","Franklin","United States","Dennis Pardue",0,1,"1/1/2018","CA-2018-154466",53132,"Wilson Jones","Wilson Jones Easy Flow II Sheet Lifters",1.728,2,"Central",3.6,"Home Office","1/2/2018","First Class","Wisconsin","Binders"
"8708","Office Supplies","Minneapolis","United States","Arthur Wiediger",0,1,"11/14/2018","US-2018-118157",55407,"Other","Security-Tint Envelopes",7.4872,2,"Central",15.28,"Home Office","11/17/2018","First Class","Minnesota","Envelopes"
"8709","Office Supplies","Midland","United States","Shirley Daniels",0,1,"4/28/2016","CA-2016-120782",48640,"Fellowes","Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind",1906.485,3,"Central",3812.97,"Home Office","5/1/2016","First Class","Michigan","Binders"
"8710","Office Supplies","Maple Grove","United States","Dean percer",0,1,"6/15/2018","CA-2018-169691",55369,"Avery","Avery 490",22.2,3,"Central",44.4,"Home Office","6/18/2018","First Class","Minnesota","Labels"
"8711","Office Supplies","Greenwood","United States","Adam Bellavance",0,1,"11/5/2018","CA-2018-118213",46142,"Easy-staple paper","Easy-staple paper",82.2906,3,"Central",167.94,"Home Office","11/7/2018","First Class","Indiana","Paper"
"8712","Office Supplies","Maple Grove","United States","Dean percer",0,1,"6/15/2018","CA-2018-169691",55369,"Xerox","Xerox 1992",8.7906,3,"Central",17.94,"Home Office","6/18/2018","First Class","Minnesota","Paper"
"8713","Office Supplies","Detroit","United States","Heather Jas",0,1,"8/26/2018","CA-2018-132584",48234,"Other","Neat Ideas Personal Hanging Folder Files, Black",13.9672,4,"Central",53.72,"Home Office","8/27/2018","First Class","Michigan","Storage"
"8714","Office Supplies","Ann Arbor","United States","Stephanie Ulpright",0,1,"12/5/2016","CA-2016-134943",48104,"Other","Surelock Post Binders",76.4,5,"Central",152.8,"Home Office","12/6/2016","First Class","Michigan","Binders"
"8715","Office Supplies","Maple Grove","United States","Dean percer",0,1,"6/15/2018","CA-2018-169691",55369,"Tenex","Tenex Personal Self-Stacking Standard File Box, Black/Gray",22.8285,5,"Central",84.55,"Home Office","6/18/2018","First Class","Minnesota","Storage"
